Pattern,Components,Score,PrimeProduct
High card: AKQT5,"ranks=A,K,Q,T,5",6198,7571347
Jx2 + A + 8 + 7,"pair=J;kickers=A,8,7",4020,7620301
8x2 + K + Q + T,"pair=8;kickers=K,Q,T",4702,7624109
Ax3 + K + 3,"trips=A;kickers=K,3",1619,7650231
Tx3 + K + 8,"trips=T;kickers=K,8",1888,7653043
Jx2 + K + 9 + 7,"pair=J;kickers=K,9,7",4059,7685899
High card: AQJ96,"ranks=A,Q,J,9,6",6360,7703531
High card: AKT87,"ranks=A,K,T,8,7",6273,7710911
Qx3 + K + 5,"trips=Q;kickers=K,5",1759,7715869
Kx2 + T + 9 + 7,"pair=K;kickers=T,9,7",3683,7777289
4J + 6,quad=J;kicker=6,54,7780091
Jx2 + Q + T + 7,"pair=J;kickers=Q,T,7",4088,7795229
9x2 + A + Q + 8,"pair=9;kickers=A,Q,8",4438,7800127
Tx2 + 9x2 + A,pair_high=T;pair_low=9;kicker=A,2930,7829729
Ax2 + J + T + 5,"pair=A;kickers=J,T,5",3430,7848589
Kx3 + Q + 4,"trips=K;kickers=Q,4",1694,7851215
Qx2 + K + 8 + 7,"pair=Q;kickers=K,8,7",3845,7858097
9x3 + K + Q,"trips=9;kickers=K,Q",1951,7867273
Jx2 + K + T + 6,"pair=J;kickers=K,T,6",4053,7872601
Jx3 + 9 + 8,"trips=J;kickers=9,8",1846,7877647
Tx2 + K + Q + 7,"pair=T;kickers=K,Q,7",4264,7887919
Ax2 + 9x2 + 7,pair_high=A;pair_low=9;kicker=7,2517,7888933
8x2 + A + J + T,"pair=8;kickers=A,J,T",4665,7903283
Ax3 + T + 4,"trips=A;kickers=T,4",1645,7925915
Kx2 + Q + 8 + 6,"pair=K;kickers=Q,8,6",3626,7936093
7x2 + A + K + Q,"pair=7;kickers=A,K,Q",4866,7947563
Kx2 + Tx2 + 6,pair_high=K;pair_low=T;kicker=6,2628,7966211
High card: KJT98,"ranks=K,J,T,9,8",6798,7971317
Qx2 + 9x2 + T,pair_high=Q;pair_low=9;kicker=T,2746,7979183
Qx2 + A + J + 5,"pair=Q;kickers=A,J,5",3781,7998403
Kx2 + A + 7 + 6,"pair=K;kickers=A,7,6",3586,8026447
Qx2 + 8x2 + J,pair_high=Q;pair_low=8;kicker=J,2756,8054141
Kx2 + Jx2 + 5,pair_high=K;pair_low=J;kicker=5,2618,8059303
Ax2 + Qx2 + 4,pair_high=A;pair_low=Q;kicker=4,2487,8077205
Ax2 + T + 9 + 6,"pair=A;kickers=T,9,6",3464,8080567
Tx2 + Q + J + 8,"pair=T;kickers=Q,J,8",4307,8084707
4T + J,quad=T;kicker=J,62,8115389
Kx2 + A + J + 4,"pair=K;kickers=A,J,4",3562,8138705
High card: AQJ87,"ranks=A,Q,J,8,7",6365,8145839
Kx3 + T + 5,"trips=K;kickers=T,5",1710,8155133
9x3 + A + J,"trips=9;kickers=A,J",1942,8155351
Tx2 + A + J + 7,"pair=T;kickers=A,J,7",4227,8176753
Ax3 + 8 + 5,"trips=A;kickers=8,5",1657,8201599
High card: KQJ97,"ranks=K,Q,J,9,7",6687,8215961
High card: AKJ86,"ranks=A,K,J,8,6",6246,8226691
Qx2 + A + 9 + 6,"pair=Q;kickers=A,9,6",3795,8234809
Ax2 + 7x2 + J,pair_high=A;pair_low=7;kicker=J,2536,8238581
8x3 + Ax2,trips=8;pair=A,239,8258753
Ax2 + K + 9 + 5,"pair=A;kickers=K,9,5",3356,8272201
Kx2 + J + 9 + 6,"pair=K;kickers=J,9,6",3656,8297509
Jx3 + Q + 6,"trips=J;kickers=Q,6",1833,8316649
8x2 + A + K + 9,"pair=8;kickers=A,K,9",4649,8329847
Qx2 + J + T + 7,"pair=Q;kickers=J,T,7",3868,8332831
Ax3 + 6x2,trips=A;pair=6,174,8339441
Ax2 + Q + T + 5,"pair=A;kickers=Q,T,5",3394,8389871
Kx2 + 9x2 + 8,pair_high=K;pair_low=9;kicker=8,2637,8401553
High card: KQJT6,"ranks=K,Q,J,T,6",6681,8415539
Jx2 + Q + 9 + 8,"pair=J;kickers=Q,9,8",4094,8420933
8x2 + A + Q + T,"pair=8;kickers=A,Q,T",4657,8448337
Jx2 + Tx2 + 9,pair_high=J;pair_low=T;kicker=9,2834,8452891
4A + 3,quad=A;kicker=3,21,8477283
Tx3 + A + 8,"trips=T;kickers=A,8",1878,8480399
Jx2 + A + 9 + 7,"pair=J;kickers=A,9,7",4014,8516807
High card: KQT98,"ranks=K,Q,T,9,8",6714,8521063
Ax2 + T + 8 + 7,"pair=A;kickers=T,8,7",3469,8544523
Qx3 + A + 5,"trips=Q;kickers=A,5",1749,8550017
Tx3 + K + 9,"trips=T;kickers=K,9",1887,8553401
Kx3 + 7x2,trips=K;pair=7,185,8560357
Qx3 + 8x2,trips=Q;pair=8,196,8609599
Kx2 + Q + J + 5,"pair=K;kickers=Q,J,5",3606,8615117
High card: AKT97,"ranks=A,K,T,9,7",6267,8618077
Qx2 + Tx2 + 8,pair_high=Q;pair_low=T;kicker=8,2736,8642273
4T + Q,quad=T;kicker=Q,61,8675071
Kx2 + A + Q + 4,"pair=K;kickers=A,Q,4",3553,8699995
Qx2 + A + 8 + 7,"pair=Q;kickers=A,8,7",3800,8707621
9x3 + A + Q,"trips=9;kickers=A,Q",1941,8717789
Jx2 + A + T + 6,"pair=J;kickers=A,T,6",4008,8723693
Tx2 + A + Q + 7,"pair=T;kickers=A,Q,7",4219,8740667
Kx2 + J + 8 + 7,"pair=K;kickers=J,8,7",3661,8773921
Qx2 + K + 9 + 7,"pair=Q;kickers=K,9,7",3839,8782579
High card: AKQ86,"ranks=A,K,Q,8,6",6210,8794049
Jx3 + 9x2,trips=J;pair=9,207,8804429
Ax2 + 7x2 + Q,pair_high=A;pair_low=7;kicker=Q,2535,8806759
Tx2 + A + K + 6,"pair=T;kickers=A,K,6",4211,8827423
High card: AJT98,"ranks=A,J,T,9,8",6470,8833081
Kx2 + Q + 9 + 6,"pair=K;kickers=Q,9,6",3620,8869751
Qx2 + Jx2 + 6,pair_high=Q;pair_low=J;kicker=6,2727,8890211
Ax2 + K + 7 + 6,"pair=A;kickers=K,7,6",3366,8894171
Qx3 + T + 7,"trips=Q;kickers=T,7",1774,8907509
9x2 + K + J + T,"pair=9;kickers=K,J,T",4490,8909119
Jx2 + A + K + 5,"pair=J;kickers=A,K,5",3992,8930579
Jx2 + 8x2 + K,pair_high=J;pair_low=8;kicker=K,2854,8992813
Qx2 + K + T + 6,"pair=Q;kickers=K,T,6",3833,8995921
Qx2 + J + 9 + 8,"pair=Q;kickers=J,9,8",3874,9001687
Ax2 + K + J + 4,"pair=A;kickers=K,J,4",3342,9018565
Tx2 + Q + J + 9,"pair=T;kickers=Q,J,9",4306,9035849
Kx2 + A + T + 5,"pair=K;kickers=A,T,5",3569,9036769
Kx2 + 8x2 + T,pair_high=K;pair_low=8;kicker=T,2647,9099743
High card: AQJ97,"ranks=A,Q,J,9,7",6359,9104173
Ax2 + J + 8 + 6,"pair=A;kickers=J,8,6",3442,9116063
Ax3 + 9 + 5,"trips=A;kickers=9,5",1651,9166493
High card: AKJ96,"ranks=A,K,J,9,6",6240,9194537
4J + 7,quad=J;kicker=7,53,9194653
Kx2 + Qx2 + 5,pair_high=K;pair_low=Q;kicker=5,2607,9209263
Ax2 + 8x2 + 9,pair_high=A;pair_low=8;kicker=9,2527,9230371
Jx2 + K + T + 7,"pair=J;kickers=K,T,7",4052,9303983
9x2 + A + K + 8,"pair=9;kickers=A,K,8",4429,9309829
High card: AQJT6,"ranks=A,Q,J,T,6",6353,9325327
4K + 4,quad=K;kicker=4,32,9370805
Kx2 + Q + 8 + 7,"pair=K;kickers=Q,8,7",3625,9379019
9x3 + Kx2,trips=9;pair=K,228,9389971
Jx2 + 9x2 + Q,pair_high=J;pair_low=9;kicker=Q,2844,9411631
Kx2 + Tx2 + 7,pair_high=K;pair_low=T;kicker=7,2627,9414613
High card: AQT98,"ranks=A,Q,T,9,8",6386,9442259
Kx3 + 8 + 6,"trips=K;kickers=8,6",1722,9472111
Tx3 + A + 9,"trips=T;kickers=A,9",1877,9478093
Kx2 + 7x2 + A,pair_high=K;pair_low=7;kicker=A,2655,9485801
Qx3 + J + 6,"trips=Q;kickers=J,6",1767,9503329
9x2 + K + Q + T,"pair=9;kickers=K,Q,T",4482,9523541
Jx3 + T + 8,"trips=J;kickers=T,8",1839,9536099
High card: AKQJ5,"ranks=A,K,Q,J,5",6190,9546481
Ax2 + T + 9 + 7,"pair=A;kickers=T,9,7",3463,9549761
8x2 + K + Q + J,"pair=8;kickers=K,Q,J",4701,9613007
Qx3 + 9 + 8,"trips=Q;kickers=9,8",1780,9622493
Ax2 + K + Q + 4,"pair=A;kickers=K,Q,4",3333,9640535
Tx2 + K + J + 8,"pair=T;kickers=K,J,8",4271,9649489
Qx2 + Tx2 + 9,pair_high=Q;pair_low=T;kicker=9,2735,9659011
High card: AKJ87,"ranks=A,K,J,8,7",6245,9722453
Qx2 + A + 9 + 7,"pair=Q;kickers=A,9,7",3794,9732047
Ax2 + Q + 8 + 6,"pair=A;kickers=Q,8,6",3406,9744757
Ax2 + Tx2 + 6,pair_high=A;pair_low=T;kicker=6,2507,9781739
Kx2 + J + 9 + 7,"pair=K;kickers=J,9,7",3655,9806147
High card: AKQ96,"ranks=A,K,Q,9,6",6204,9828643
Jx3 + Q + 7,"trips=J;kickers=Q,7",1832,9828767
Ax3 + 7 + 6,"trips=A;kickers=7,6",1661,9855703
9x2 + A + J + T,"pair=9;kickers=A,J,T",4445,9872267
Ax2 + Jx2 + 5,pair_high=A;pair_low=J;kicker=5,2497,9896047
Jx3 + K + 6,"trips=J;kickers=K,6",1824,9926323
High card: KQJT7,"ranks=K,Q,J,T,7",6680,9945637
Jx2 + 8x2 + A,pair_high=J;pair_low=8;kicker=A,2853,9965009
Qx2 + A + T + 6,"pair=Q;kickers=A,T,6",3788,9968453
Ax3 + J + 4,"trips=A;kickers=J,4",1637,9993545
Ax2 + K + T + 5,"pair=A;kickers=K,T,5",3349,10013717
Kx2 + J + T + 6,"pair=K;kickers=J,T,6",3649,10044353
Jx2 + K + 9 + 8,"pair=J;kickers=K,9,8",4058,10050791
Qx2 + 9x2 + J,pair_high=Q;pair_low=9;kicker=J,2745,10060709
8x2 + A + K + T,"pair=8;kickers=A,K,T",4648,10083499
4Q + 6,quad=Q;kicker=6,42,10158731
Kx2 + T + 9 + 8,"pair=K;kickers=T,9,8",3682,10170301
Ax2 + J + 9 + 6,"pair=A;kickers=J,9,6",3436,10188541
Jx2 + Q + T + 8,"pair=J;kickers=Q,T,8",4087,10193761
Qx2 + A + K + 5,"pair=Q;kickers=A,K,5",3772,10204859
Tx3 + Jx2,trips=T;pair=J,218,10232447
Qx2 + 8x2 + K,pair_high=Q;pair_low=8;kicker=K,2755,10275973
Kx3 + J + 5,"trips=K;kickers=J,5",1702,10282559
Jx2 + A + T + 7,"pair=J;kickers=A,T,7",4007,10309819
Tx2 + K + Q + 8,"pair=T;kickers=K,Q,8",4263,10314971
Ax2 + 9x2 + 8,pair_high=A;pair_low=9;kicker=8,2516,10316297
4T + K,quad=T;kicker=K,60,10354117
Kx3 + A + 4,"trips=K;kickers=A,4",1684,10383865
High card: AKQ87,"ranks=A,K,Q,8,7",6209,10392967
9x3 + A + K,"trips=9;kickers=A,K",1940,10405103
Tx2 + A + K + 7,"pair=T;kickers=A,K,7",4210,10432409
Kx2 + Q + 9 + 7,"pair=K;kickers=Q,9,7",3619,10482433
Kx2 + A + 8 + 6,"pair=K;kickers=A,8,6",3581,10496123
Qx2 + Jx2 + 7,pair_high=Q;pair_low=J;kicker=7,2726,10506613
Ax2 + 7x2 + K,pair_high=A;pair_low=7;kicker=K,2534,10511293
9x2 + A + Q + T,"pair=9;kickers=A,Q,T",4437,10553113
Ax2 + Q + J + 5,"pair=A;kickers=Q,J,5",3386,10578533
Kx3 + 9 + 6,"trips=K;kickers=9,6",1716,10586477
Jx2 + K + Q + 6,"pair=J;kickers=K,Q,6",4045,10610897
Qx2 + K + T + 7,"pair=Q;kickers=K,T,7",3832,10631543
8x2 + A + Q + J,"pair=8;kickers=A,Q,J",4656,10652251
Jx3 + T + 9,"trips=J;kickers=T,9",1838,10657993
Ax3 + Q + 4,"trips=A;kickers=Q,4",1628,10682755
Tx2 + A + J + 8,"pair=T;kickers=A,J,8",4226,10692677
Kx2 + Q + T + 6,"pair=K;kickers=Q,T,6",3613,10737067
High card: KQJ98,"ranks=K,Q,J,9,8",6686,10743949
Qx3 + 9x2,trips=Q;pair=9,195,10754551
Ax2 + J + 8 + 7,"pair=A;kickers=J,8,7",3441,10773529
Tx2 + K + J + 9,"pair=T;kickers=K,J,9",4270,10784723
High card: AKJ97,"ranks=A,K,J,9,7",6239,10866271
Ax2 + Q + 9 + 6,"pair=A;kickers=Q,9,6",3400,10891199
Qx2 + J + T + 8,"pair=Q;kickers=J,T,8",3867,10896779
Tx3 + Q + J,"trips=T;kickers=Q,J",1895,10938133
Kx3 + Q + 5,"trips=K;kickers=Q,5",1693,10991701
Jx3 + A + 6,"trips=J;kickers=A,6",1814,10999439
High card: AQJT7,"ranks=A,Q,J,T,7",6352,11020841
Ax3 + T + 5,"trips=A;kickers=T,5",1644,11096281
High card: AKJT6,"ranks=A,K,J,T,6",6233,11130229
Jx2 + A + 9 + 8,"pair=J;kickers=A,9,8",4013,11137363
Ax2 + 8x2 + T,pair_high=A;pair_low=8;kicker=T,2526,11173607
Kx3 + 8 + 7,"trips=K;kickers=8,7",1721,11194313
Qx3 + J + 7,"trips=Q;kickers=J,7",1766,11231207
Jx2 + 9x2 + K,pair_high=J;pair_low=9;kicker=K,2843,11233237
High card: AKT98,"ranks=A,K,T,9,8",6266,11269793
Ax2 + Qx2 + 5,pair_high=A;pair_low=Q;kicker=5,2486,11308087
Qx2 + K + J + 6,"pair=Q;kickers=K,J,6",3825,11342683
Kx2 + 9x2 + T,pair_high=K;pair_low=9;kicker=T,2636,11366807
Qx2 + 8x2 + A,pair_high=Q;pair_low=8;kicker=A,2754,11386889
Jx2 + Q + T + 9,"pair=J;kickers=Q,T,9",4086,11393027
Kx2 + A + J + 5,"pair=K;kickers=A,J,5",3561,11394187
Tx2 + A + Q + 8,"pair=T;kickers=A,Q,8",4218,11430103
4T + A,quad=T;kicker=A,59,11473481
Kx2 + 8x2 + J,pair_high=K;pair_low=8;kicker=J,2646,11473589
Qx2 + K + 9 + 8,"pair=Q;kickers=K,9,8",3838,11484911
Ax2 + Kx2 + 4,pair_high=A;pair_low=K;kicker=4,2476,11506445
Ax2 + Q + 8 + 7,"pair=A;kickers=Q,8,7",3405,11516531
Tx2 + K + Q + 9,"pair=T;kickers=K,Q,9",4262,11528497
9x3 + Ax2,trips=9;pair=A,227,11529979
Ax2 + Tx2 + 7,pair_high=A;pair_low=T;kicker=7,2506,11560237
High card: AKQ97,"ranks=A,K,Q,9,7",6203,11615669
Ax2 + K + 8 + 6,"pair=A;kickers=K,8,6",3361,11630839
Ax3 + 7x2,trips=A;pair=7,173,11647649
Qx3 + T + 8,"trips=Q;kickers=T,8",1773,11648281
Tx3 + Qx2,trips=T;pair=Q,217,11692487
Kx2 + A + 9 + 6,"pair=K;kickers=A,9,6",3575,11730961
Jx3 + K + 7,"trips=J;kickers=K,7",1823,11731109
Jx2 + A + Q + 6,"pair=J;kickers=A,Q,6",4000,11758021
Qx2 + A + T + 7,"pair=Q;kickers=A,T,7",3787,11780899
Kx2 + J + T + 7,"pair=K;kickers=J,T,7",3648,11870599
High card: AKQT6,"ranks=A,K,Q,T,6",6197,11897831
High card: AQJ98,"ranks=A,Q,J,9,8",6358,11905457
Tx2 + A + J + 9,"pair=T;kickers=A,J,9",4225,11950639
4Q + 7,quad=Q;kicker=7,41,12005773
9x2 + K + Q + J,"pair=9;kickers=K,Q,J",4481,12007943
4J + 8,quad=J;kicker=8,52,12023777
Ax2 + J + 9 + 7,"pair=A;kickers=J,9,7",3435,12041003
Qx3 + K + 6,"trips=Q;kickers=K,6",1758,12124937
Jx2 + K + T + 8,"pair=J;kickers=K,T,8",4051,12166747
Qx2 + J + T + 9,"pair=Q;kickers=J,T,9",3866,12178753
Kx2 + A + Q + 5,"pair=K;kickers=A,Q,5",3552,12179993
Kx2 + 8x2 + Q,pair_high=K;pair_low=8;kicker=Q,2645,12264871
Kx2 + Tx2 + 8,pair_high=K;pair_low=T;kicker=8,2626,12311417
Ax2 + J + T + 6,"pair=A;kickers=J,T,6",3429,12333497
Kx2 + A + 8 + 7,"pair=K;kickers=A,8,7",3580,12404509
Jx2 + 9x2 + A,pair_high=J;pair_low=9;kicker=A,2842,12447641
Ax2 + T + 9 + 8,"pair=A;kickers=T,9,8",3462,12488149
Kx3 + 9 + 7,"trips=K;kickers=9,7",1715,12511291
Jx2 + K + Q + 7,"pair=J;kickers=K,Q,7",4044,12540151
Qx2 + A + J + 6,"pair=Q;kickers=A,J,6",3780,12568919
9x2 + A + K + T,"pair=9;kickers=A,K,T",4428,12595651
Ax2 + K + J + 5,"pair=A;kickers=K,J,5",3341,12625991
Kx2 + Jx2 + 6,pair_high=K;pair_low=J;kicker=6,2617,12664619
Kx2 + Q + T + 7,"pair=K;kickers=Q,T,7",3612,12689261
8x2 + A + K + J,"pair=8;kickers=A,K,J",4647,12713977
Qx2 + A + 9 + 8,"pair=Q;kickers=A,9,8",3793,12726523
Ax3 + K + 4,"trips=A;kickers=K,4",1618,12750385
Tx2 + A + Q + 9,"pair=T;kickers=A,Q,9",4217,12774821
Kx3 + T + 6,"trips=K;kickers=T,6",1709,12815209
Kx2 + J + 9 + 8,"pair=K;kickers=J,9,8",3654,12823423
Qx2 + 9x2 + K,pair_high=Q;pair_low=9;kicker=K,2744,12836077
Jx3 + Q + 8,"trips=J;kickers=Q,8",1831,12853003
Ax2 + Q + 9 + 7,"pair=A;kickers=Q,9,7",3399,12871417
Ax3 + 8 + 6,"trips=A;kickers=8,6",1656,12888227
Jx3 + Tx2,trips=J;pair=T,206,12901781
Ax2 + K + 9 + 6,"pair=A;kickers=K,9,6",3355,12999173
Jx3 + A + 7,"trips=J;kickers=A,7",1813,12999337
High card: KQJT8,"ranks=K,Q,J,T,8",6679,13005833
Qx3 + T + 9,"trips=Q;kickers=T,9",1772,13018667
Tx3 + K + J,"trips=T;kickers=K,J",1886,13055191
4K + 5,quad=K;kicker=5,31,13119127
High card: AKJT7,"ranks=A,K,J,T,7",6232,13153907
Ax2 + Q + T + 6,"pair=A;kickers=Q,T,6",3393,13184083
9x2 + A + Q + J,"pair=9;kickers=A,Q,J",4436,13306099
Qx2 + K + J + 7,"pair=Q;kickers=K,J,7",3824,13404989
Qx3 + A + 6,"trips=Q;kickers=A,6",1748,13435741
4J + 9,quad=J;kicker=9,51,13438339
Jx2 + A + T + 8,"pair=J;kickers=A,T,8",4006,13482071
Ax2 + K + Q + 5,"pair=A;kickers=K,Q,5",3332,13496749
Kx2 + Q + J + 6,"pair=K;kickers=Q,J,6",3605,13538041
8x2 + A + K + Q,"pair=8;kickers=A,K,Q",4646,13590803
Jx2 + K + T + 9,"pair=J;kickers=K,T,9",4050,13598129
Tx2 + A + K + 8,"pair=T;kickers=A,K,8",4209,13642381
Kx2 + Q + 9 + 8,"pair=K;kickers=Q,9,8",3618,13707797
Qx2 + Jx2 + 8,pair_high=Q;pair_low=J;kicker=8,2725,13739417
Ax2 + K + 8 + 7,"pair=A;kickers=K,8,7",3360,13745537
Kx2 + Tx2 + 9,pair_high=K;pair_low=T;kicker=9,2625,13759819
Jx2 + Tx2 + Q,pair_high=J;pair_low=T;kicker=Q,2833,13791559
Kx2 + A + 9 + 7,"pair=K;kickers=A,9,7",3574,13863863
Jx2 + A + Q + 7,"pair=J;kickers=A,Q,7",3999,13895843
Qx2 + K + T + 8,"pair=Q;kickers=K,T,8",3831,13902787
Tx3 + K + Q,"trips=T;kickers=K,Q",1885,13955549
Ax2 + 9x2 + T,pair_high=A;pair_low=9;kicker=T,2515,13957343
Ax3 + J + 5,"trips=A;kickers=J,5",1636,13990963
Jx2 + A + K + 6,"pair=J;kickers=A,K,6",3991,14033767
High card: AKQT7,"ranks=A,K,Q,T,7",6196,14061073
Ax2 + 8x2 + J,pair_high=A;pair_low=8;kicker=J,2525,14088461
4A + 4,quad=A;kicker=4,20,14128805
Kx2 + A + T + 6,"pair=K;kickers=A,T,6",3568,14200637
High card: AKJ98,"ranks=A,K,J,9,8",6238,14209739
Qx2 + 9x2 + A,pair_high=Q;pair_low=9;kicker=A,2743,14223761
Qx3 + K + 7,"trips=Q;kickers=K,7",1757,14329471
Kx2 + 9x2 + J,pair_high=K;pair_low=9;kicker=J,2635,14332061
Jx3 + Q + 9,"trips=J;kickers=Q,9",1830,14365121
Ax3 + 9 + 6,"trips=A;kickers=9,6",1650,14404489
High card: AQJT8,"ranks=A,Q,J,T,8",6351,14411869
Tx3 + A + J,"trips=T;kickers=A,J",1876,14466563
Kx2 + Qx2 + 6,pair_high=K;pair_low=Q;kicker=6,2606,14471699
Straight to K,"ranks=9,T,J,Q,K",1601,14535931
Kx3 + A + 5,"trips=K;kickers=A,5",1683,14537411
Ax2 + J + T + 7,"pair=A;kickers=J,T,7",3428,14575951
Kx3 + 8x2,trips=K;pair=8,184,14638717
Qx3 + J + 8,"trips=Q;kickers=J,8",1765,14686963
Qx2 + Tx2 + J,pair_high=Q;pair_low=T;kicker=J,2734,14742701
Qx2 + A + J + 7,"pair=Q;kickers=A,J,7",3779,14854177
Ax3 + Q + 5,"trips=A;kickers=Q,5",1627,14955857
Kx2 + Jx2 + 7,pair_high=K;pair_low=J;kicker=7,2616,14967277
High card: AKQJ6,"ranks=A,K,Q,J,6",6189,15001613
Ax2 + 8x2 + Q,pair_high=A;pair_low=8;kicker=Q,2524,15060079
Jx2 + A + T + 9,"pair=J;kickers=A,T,9",4005,15068197
Ax2 + Tx2 + 8,pair_high=A;pair_low=T;kicker=8,2505,15117233
Kx3 + T + 7,"trips=K;kickers=T,7",1708,15145247
High card: AKQ98,"ranks=A,K,Q,9,8",6202,15189721
Ax3 + 8 + 7,"trips=A;kickers=8,7",1655,15231541
Tx2 + A + K + 9,"pair=T;kickers=A,K,9",4208,15247367
Kx2 + 9x2 + Q,pair_high=K;pair_low=9;kicker=Q,2634,15320479
Jx3 + K + 8,"trips=J;kickers=K,8",1822,15340681
Qx2 + Jx2 + 9,pair_high=Q;pair_low=J;kicker=9,2724,15355819
Ax2 + K + 9 + 7,"pair=A;kickers=K,9,7",3354,15362659
Qx2 + A + T + 8,"pair=Q;kickers=A,T,8",3786,15405791
Tx3 + A + Q,"trips=T;kickers=A,Q",1875,15464257
Kx2 + J + T + 8,"pair=K;kickers=J,T,8",3647,15523091
Qx2 + K + T + 9,"pair=Q;kickers=K,T,9",3830,15538409
Ax2 + Jx2 + 6,pair_high=A;pair_low=J;kicker=6,2496,15550931
Ax2 + Q + T + 7,"pair=A;kickers=Q,T,7",3392,15581189
4Q + 8,quad=Q;kicker=8,40,15699857
Ax2 + K + T + 6,"pair=A;kickers=K,T,6",3348,15735841
Ax2 + J + 9 + 8,"pair=A;kickers=J,9,8",3434,15745927
Qx3 + Tx2,trips=Q;pair=T,194,15759439
Qx3 + A + 7,"trips=Q;kickers=A,7",1747,15878603
9x2 + A + K + J,"pair=9;kickers=A,K,J",4427,15881473
Kx2 + Q + J + 7,"pair=K;kickers=Q,J,7",3604,15999503
Qx2 + A + K + 6,"pair=Q;kickers=A,K,6",3771,16036207
High card: AQJT9,"ranks=A,Q,J,T,9",6350,16107383
Ax2 + Kx2 + 5,pair_high=A;pair_low=K;kicker=5,2475,16109023
Kx3 + J + 6,"trips=K;kickers=J,6",1701,16158307
Kx2 + 8x2 + A,pair_high=K;pair_low=8;kicker=A,2644,16221281
4J + T,quad=J;kicker=T,50,16267463
Kx3 + 9 + 8,"trips=K;kickers=9,8",1714,16360919
Jx2 + K + Q + 8,"pair=J;kickers=K,Q,8",4043,16398659
Qx3 + J + 9,"trips=Q;kickers=J,9",1764,16414841
Jx2 + Tx2 + K,pair_high=J;pair_low=T;kicker=K,2832,16460893
Jx2 + A + K + 7,"pair=J;kickers=A,K,7",3990,16585361
Kx2 + Q + T + 8,"pair=K;kickers=Q,T,8",3611,16593649
Ax2 + Q + J + 6,"pair=A;kickers=Q,J,6",3385,16623409
Tx3 + Kx2,trips=T;pair=K,216,16656623
Kx2 + A + T + 7,"pair=K;kickers=A,T,7",3567,16782571
Ax2 + Q + 9 + 8,"pair=A;kickers=Q,9,8",3398,16831853
Ax2 + Tx2 + 9,pair_high=A;pair_low=T;kicker=9,2504,16895731
9x2 + A + K + Q,"pair=9;kickers=A,K,Q",4426,16976747
Jx3 + A + 8,"trips=J;kickers=A,8",1812,16999133
Ax3 + 9 + 7,"trips=A;kickers=9,7",1649,17023487
Kx2 + Qx2 + 7,pair_high=K;pair_low=Q;kicker=7,2605,17102917
Jx3 + K + 9,"trips=J;kickers=K,9",1821,17145467
High card: AKJT8,"ranks=A,K,J,T,8",6231,17201263
Qx2 + A + T + 9,"pair=Q;kickers=A,T,9",3785,17218237
Kx3 + Q + 6,"trips=K;kickers=Q,6",1692,17272673
Kx2 + J + T + 9,"pair=K;kickers=J,T,9",3646,17349337
Jx3 + Q + T,"trips=J;kickers=Q,T",1829,17389357
Ax3 + T + 6,"trips=A;kickers=T,6",1643,17437013
Qx2 + K + J + 8,"pair=Q;kickers=K,J,8",3823,17529601
4Q + 9,quad=Q;kicker=9,39,17546899
Tx2 + K + Q + J,"pair=T;kickers=K,Q,J",4261,17596127
Ax2 + 9x2 + J,pair_high=A;pair_low=9;kicker=J,2514,17598389
High card: AKQJ7,"ranks=A,K,Q,J,7",6188,17729179
Ax2 + Qx2 + 6,pair_high=A;pair_low=Q;kicker=6,2485,17769851
Ax3 + K + 5,"trips=A;kickers=K,5",1617,17850539
Kx2 + A + J + 6,"pair=K;kickers=A,J,6",3560,17905151
Ax2 + 8x2 + K,pair_high=A;pair_low=8;kicker=K,2523,17974933
Kx2 + A + 9 + 8,"pair=K;kickers=A,9,8",3573,18129667
Jx2 + A + Q + 8,"pair=J;kickers=A,Q,8",3998,18171487
Jx2 + Tx2 + A,pair_high=J;pair_low=T;kicker=A,2831,18240449
Kx3 + 9x2,trips=K;pair=9,183,18285733
Jx2 + K + Q + 9,"pair=J;kickers=K,Q,9",4042,18327913
Ax2 + Jx2 + 7,pair_high=A;pair_low=J;kicker=7,2495,18378373
High card: AKQT8,"ranks=A,K,Q,T,8",6195,18387557
Tx3 + A + K,"trips=T;kickers=A,K",1874,18457339
Kx2 + Q + T + 9,"pair=K;kickers=Q,T,9",3610,18545843
Qx2 + Jx2 + T,pair_high=Q;pair_low=J;kicker=T,2723,18588623
Ax2 + K + T + 7,"pair=A;kickers=K,T,7",3347,18596903
Qx3 + K + 8,"trips=Q;kickers=K,8",1756,18738539
Qx2 + Tx2 + K,pair_high=Q;pair_low=T;kicker=K,2733,18809653
Ax2 + 9x2 + Q,pair_high=A;pair_low=9;kicker=Q,2513,18812071
Qx2 + A + K + 7,"pair=Q;kickers=A,K,7",3770,18951881
Jx3 + A + 9,"trips=J;kickers=A,9",1811,18999031
Ax2 + J + T + 8,"pair=A;kickers=J,T,8",3427,19060859
Kx3 + J + 7,"trips=K;kickers=J,7",1700,19096181
Kx2 + A + Q + 6,"pair=K;kickers=A,Q,6",3551,19139989
High card: AKJT9,"ranks=A,K,J,T,9",6230,19224941
Qx2 + A + J + 8,"pair=Q;kickers=A,J,8",3778,19424693
Tx2 + A + Q + J,"pair=T;kickers=A,Q,J",4216,19498411
Kx2 + Jx2 + 8,pair_high=K;pair_low=J;kicker=8,2615,19572593
